1,1,-1,-1,-1,-1,-1,9,17,17,17,17,17,17,-1,-1,-1,1,3,3,1,1,1,7,7,7,15,15,15,15,15,15,7,7,-1,10,10,10
1,1,8,-1,-1,-1,-1,8,8,8,8,8,8,8,-1,-1,-1,8,1,1,-1,-1,1,1,7,15,15,15,15,15,15,15,15,7,15,-1,10,10
-1,16,16,8,-1,-1,-1,8,16,16,16,16,16,16,-1,-1,8,16,8,-1,-1,-1,7,1,1,15,15,15,15,15,15,15,15,7,15,-1,-1,-1
-1,-1,16,16,8,-1,-1,8,16,16,16,16,16,16,-1,8,16,16,-1,-1,-1,-1,7,7,1,1,15,15,15,15,15,15,15,15,15,-1,-1,-1
-1,-1,-1,16,16,8,-1,8,16,16,16,16,16,16,8,16,16,-1,-1,-1,-1,7,7,7,15,1,1,15,15,15,15,15,15,15,15,-1,-1,-1
-1,-1,-1,-1,16,16,8,16,16,16,16,16,16,16,16,16,-1,-1,-1,-1,-1,7,7,7,15,1,1,1,15,15,15,15,15,15,15,-1,-1,-1
-1,-1,-1,-1,-1,16,16,16,16,16,16,16,16,16,16,-1,-1,-1,-1,-1,-1,7,7,15,15,15,1,15,15,15,15,15,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,16,16,16,16,16,16,16,16,-1,-1,-1,-1,-1,-1,-1,7,7,15,15,15,15,15,15,15,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,1,1,1,4,15,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,2,12,12,12,2,4,-1,-1,-1,-1,-1,1,1,12,12,12,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,12,2,2,2,12,4,-1,-1,-1,-1,-1,1,12,1,1,1,12,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,4,-1,-1,-1,-1,1,1,1,1,1,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,2,0,13,2,0,13,2,4,-1,-1,-1,-1,1,14,0,1,14,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,2,2,2,2,2,2,4,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,4,-1,5,5,5,5,5,5,5,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,2,2,6,6,6,4,-1,-1,-1,-1,-1,5,5,5,5,5,1,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,5,5,5,5,5,5,5,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,0.9960784
1,0.7647059,0.5411765
1,0.7568628,0.5411765
0.8588235,0.6078432,0.3647059
0.8588235,0.6156863,0.3960784
0.7333333,0.509804,0
0.5882353,0.09411765,0
0.572549,0,0.4117647
0.3137255,0.02352941,0.572549
0,0.08627451,0.4745098
0.2235294,0.02352941,0.1568628
0.01568628,0.02352941,0.07843138
0,0,0
0,0.4784314,0.6039216
0,0.6,0.03137255
0.7960784,0,0.5568628
0.4901961,0.1803922,0.7647059
0,0.1333333,0.7960784

