9,16,4,17,4,4,15,9,0,16,9,9,9,9,9,9,9,4,0,0,16,16,16,0,0,4,25,24,8,8,7,8,9,9,7,8,9,8,9,8,8,8,7,8,5,8,9,8,9,15,5,9,9,8,9,9,9,8,8,8,9,9,8,5,5,5,14,14,24,8,5,5,9,6,14,14,7
17,9,0,4,4,9,4,9,19,9,9,9,9,9,9,9,9,9,9,4,9,9,4,4,9,25,25,36,5,8,7,8,9,8,8,8,6,8,9,8,8,9,8,8,8,7,8,9,8,9,4,5,9,8,9,15,8,5,6,8,8,9,8,8,4,5,14,5,10,7,9,9,6,7,5,8,14
4,0,0,4,4,5,9,0,0,9,8,8,9,9,9,8,8,9,9,8,9,18,25,25,25,25,5,18,24,9,8,8,8,8,7,8,8,8,9,9,8,8,9,4,8,8,9,6,8,9,9,9,5,9,9,7,7,8,4,9,6,5,9,9,4,14,14,5,6,7,9,6,7,8,4,4,5
4,9,8,4,4,9,9,17,8,8,8,8,8,9,9,8,8,8,8,7,9,9,25,24,25,25,25,25,25,8,9,8,9,9,7,7,8,9,7,9,8,8,8,8,9,7,9,8,9,8,8,9,9,6,9,9,5,9,14,8,8,6,4,9,4,14,14,25,8,8,8,14,10,14,5,5,8
9,9,9,9,9,9,0,9,8,8,8,9,8,9,8,9,9,9,9,8,8,9,15,15,25,19,25,15,15,8,9,7,8,9,8,8,8,8,8,7,8,6,9,9,8,7,7,8,8,8,7,6,9,4,6,9,4,4,4,8,9,14,4,9,9,14,14,25,10,9,14,5,8,8,4,8,8
17,8,4,9,4,4,16,8,8,9,9,9,9,8,9,9,9,9,9,9,7,9,4,15,25,25,25,15,15,19,9,8,9,9,9,7,8,8,7,7,7,9,8,8,8,8,7,8,7,8,7,8,6,9,6,5,9,4,9,8,9,5,4,0,9,14,5,24,8,7,13,14,8,14,5,8,5
9,9,4,4,5,1,9,8,8,8,8,8,9,6,9,9,9,9,8,9,9,9,4,0,24,25,25,25,25,24,8,6,8,9,9,8,8,8,9,8,7,8,8,7,8,8,7,9,7,8,7,6,7,8,9,6,4,9,9,8,8,8,4,4,4,14,14,24,7,14,14,5,6,6,8,10,8
9,9,4,4,4,0,9,9,8,8,8,7,8,8,9,9,9,9,9,9,9,9,9,9,25,25,25,36,24,25,9,9,8,10,8,7,7,8,9,8,8,8,7,8,8,8,8,9,8,9,10,8,8,5,8,9,11,9,9,5,9,9,9,9,14,14,0,28,9,14,14,14,5,6,6,4,14
4,4,9,9,0,9,8,8,9,9,8,8,9,9,9,9,9,9,9,9,9,9,8,9,15,25,24,24,24,24,9,8,8,9,9,7,9,8,8,8,6,7,8,8,7,7,9,8,8,8,7,8,6,8,5,9,9,8,9,5,4,17,4,9,14,14,14,8,9,8,5,10,8,8,0,8,14
9,9,9,17,8,8,9,6,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,8,24,25,25,15,25,25,8,8,9,7,8,8,9,9,8,8,8,7,8,7,10,8,8,8,8,7,6,6,8,5,8,8,6,9,5,5,4,4,14,14,14,5,9,5,8,8,8,6,4,5,5,8
9,9,8,4,8,8,8,9,9,8,8,8,9,9,4,9,9,9,9,8,8,9,9,7,9,25,15,25,24,25,25,7,6,7,8,8,7,9,9,9,7,10,8,8,9,7,7,8,8,6,8,8,4,8,8,6,7,9,8,5,4,28,9,4,5,14,25,8,7,6,6,8,5,6,5,0,9
4,9,17,9,8,9,5,9,9,8,8,9,9,8,0,9,4,8,9,8,9,9,9,9,9,18,25,25,24,25,15,9,9,8,8,8,8,8,7,7,8,7,7,8,8,9,7,8,9,8,8,4,6,8,10,8,6,9,6,9,9,4,6,6,14,5,34,7,10,6,7,13,7,14,14,9,5
9,9,8,9,9,9,9,9,6,9,9,9,9,9,15,9,7,9,9,9,8,9,9,9,9,9,25,25,18,15,21,0,9,4,7,8,9,8,7,9,8,9,8,37,8,7,8,9,5,9,6,8,9,8,8,8,9,4,14,9,9,14,10,14,6,5,8,8,6,6,11,6,6,8,7,10,5
9,9,9,9,8,8,9,9,8,9,8,8,9,9,5,8,10,8,8,9,9,9,9,9,9,9,9,15,25,4,15,25,9,9,8,6,8,9,8,9,9,9,8,8,9,8,8,8,4,8,8,7,8,8,8,6,7,5,9,9,9,5,11,5,5,15,8,6,0,4,7,5,6,7,7,8,5
9,9,9,9,9,9,8,9,8,8,8,8,7,7,9,8,7,9,8,9,7,9,9,9,9,9,9,9,25,25,24,15,5,9,8,7,6,9,9,9,9,8,9,10,9,9,8,7,8,6,8,7,10,8,7,7,8,10,9,9,9,11,5,5,6,4,8,15,7,7,10,8,7,6,5,6,5
4,9,8,9,8,9,9,9,6,8,9,9,7,9,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,19,25,20,25,9,9,9,7,6,9,9,9,9,9,8,6,9,8,8,8,8,8,8,7,7,6,7,5,6,9,9,4,5,5,5,15,10,7,4,7,6,9,7,7,5,6,8,9
9,9,8,9,9,9,9,9,9,8,8,8,6,8,5,9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,19,25,19,1,9,9,9,7,9,9,9,9,9,8,6,8,9,7,7,9,8,8,9,10,7,7,7,6,9,9,5,4,6,5,8,10,11,9,9,8,8,7,5,8,7,8,9
9,9,8,8,9,9,9,6,8,6,8,8,9,8,5,9,8,9,8,9,8,9,9,9,9,9,8,9,9,8,21,25,15,10,9,9,9,9,8,9,9,8,9,8,6,9,9,6,4,5,9,8,8,7,6,10,10,8,4,8,5,10,5,14,7,6,9,7,5,5,8,5,6,11,9,9,9
9,9,8,9,9,9,8,8,9,5,5,8,8,6,8,5,9,8,5,9,9,9,9,9,9,9,9,9,9,9,8,20,25,25,5,9,9,9,9,9,8,9,9,9,5,6,9,8,7,5,6,8,7,8,9,6,6,6,9,6,5,6,14,9,10,8,4,7,14,6,8,4,6,10,8,8,9
9,9,9,9,9,9,9,6,8,5,6,6,6,8,9,8,8,9,6,9,9,9,9,9,9,9,8,9,9,9,8,9,9,4,21,9,9,8,9,9,9,5,9,9,8,6,9,7,9,8,9,9,8,8,9,15,34,6,9,11,14,8,9,26,0,5,5,9,8,8,26,6,7,9,9,8,9
9,8,9,9,9,9,9,9,8,9,8,8,8,8,9,8,9,8,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,4,19,9,8,9,9,9,9,9,9,9,8,9,7,8,8,9,7,9,7,5,9,8,11,9,10,14,8,7,0,14,5,7,4,5,6,5,10,8,8,8,9,9
9,8,9,9,8,8,9,8,9,7,9,8,8,8,9,8,8,8,9,8,8,8,9,9,9,9,9,8,7,9,8,6,9,8,9,8,8,4,9,9,9,9,8,6,8,7,11,9,4,8,6,8,9,9,5,0,5,8,8,6,8,7,14,25,8,7,14,5,11,8,11,8,8,8,8,9,9
4,8,9,9,9,9,9,8,9,7,8,7,8,8,8,8,8,8,8,9,9,9,9,9,9,9,8,9,9,9,9,8,8,9,7,9,4,9,9,0,9,8,8,4,4,4,9,7,9,8,9,9,7,8,4,15,35,8,5,6,9,14,11,7,5,5,6,8,6,7,9,7,8,9,6,9,9
8,9,9,8,8,8,8,8,9,8,8,8,6,8,8,8,6,8,9,8,9,9,9,8,8,8,8,9,9,9,9,8,8,9,9,9,9,15,8,9,8,9,9,9,9,9,9,4,4,9,8,6,8,9,9,25,9,8,15,6,6,6,9,6,5,10,9,10,8,8,8,8,8,9,9,9,9
8,9,9,9,8,5,8,6,9,8,9,8,8,7,8,8,8,9,9,9,9,8,9,9,7,9,8,9,9,9,9,8,8,9,9,15,16,0,8,8,8,8,5,9,8,8,4,8,7,4,4,9,10,8,4,8,9,8,9,8,6,9,14,26,5,10,10,8,8,8,8,9,9,9,8,9,9
8,8,9,8,8,8,8,9,8,9,9,9,8,9,7,8,7,9,7,8,9,8,9,9,9,8,8,8,9,9,8,9,9,9,9,15,34,16,16,9,6,8,6,5,4,8,8,9,5,8,8,8,9,4,8,5,8,8,9,6,9,8,6,8,10,7,9,6,5,9,9,8,8,9,8,9,4
9,9,8,9,7,9,9,8,9,5,9,7,7,9,7,9,9,9,8,8,8,8,8,6,8,4,9,9,8,9,8,9,9,9,9,34,16,34,16,9,9,5,11,6,6,5,8,5,6,11,8,6,6,8,4,9,25,8,4,15,5,5,6,8,8,8,9,8,8,8,8,8,9,9,9,9,9
9,9,8,9,8,8,9,8,8,9,8,8,9,8,8,7,7,6,6,7,8,9,7,9,8,8,9,8,5,9,9,9,9,9,9,34,34,34,34,9,9,9,4,6,6,6,11,6,6,5,11,7,9,8,6,8,9,5,8,8,5,10,7,8,9,8,8,8,8,9,8,8,8,8,9,9,8
9,9,8,8,6,8,9,8,5,8,6,9,8,9,6,8,6,7,8,8,7,9,6,8,8,9,9,9,9,9,8,4,9,9,34,34,34,34,34,9,9,9,9,9,5,8,5,5,6,5,6,8,8,7,5,9,9,6,8,9,5,10,8,9,8,8,8,9,8,9,9,5,9,8,9,9,9
8,9,9,9,8,9,8,9,8,6,8,9,8,8,8,8,8,8,7,9,9,9,9,9,5,8,9,9,9,9,9,4,2,2,2,2,2,1,34,34,34,16,16,20,9,4,8,4,6,6,6,9,6,8,6,8,6,9,8,8,10,5,5,8,5,9,9,9,9,9,8,9,9,9,9,9,4
9,6,6,9,9,8,9,8,9,9,8,9,7,6,11,8,9,8,8,9,4,9,9,9,8,9,9,9,4,4,9,2,3,2,2,2,1,3,16,16,34,34,34,19,16,9,9,5,5,6,9,6,8,6,7,8,25,8,10,8,8,8,5,9,9,9,8,9,8,8,9,9,9,5,9,9,4
9,6,8,9,9,7,9,9,9,9,9,6,7,8,6,9,8,7,8,9,8,9,9,9,9,9,9,9,4,3,3,3,3,3,2,3,3,3,3,2,16,34,34,34,34,18,34,8,7,9,8,8,5,11,8,6,5,5,4,9,9,8,8,8,9,9,8,8,8,9,5,9,9,8,9,9,9
9,8,8,8,9,8,8,9,9,7,8,7,8,7,9,8,9,6,8,9,8,9,9,9,9,9,9,9,9,3,3,3,2,1,3,2,2,2,2,3,3,1,15,16,19,18,21,0,9,8,8,6,8,5,7,6,7,10,18,9,9,8,9,9,9,6,9,8,8,8,6,9,9,9,9,9,4
9,9,9,8,8,7,8,9,9,8,8,7,8,9,7,9,9,8,9,9,9,9,9,9,9,9,9,9,9,3,3,9,3,3,2,2,2,3,2,3,3,3,1,34,34,34,19,18,17,18,4,6,8,8,8,5,26,5,9,4,8,9,5,8,8,8,9,8,9,9,9,9,9,9,9,9,9
9,9,8,8,9,9,6,9,7,8,8,9,8,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,1,3,2,1,1,2,3,3,1,3,2,1,3,3,1,0,18,18,21,21,18,34,16,34,15,4,8,26,25,14,9,9,9,8,9,9,9,9,9,9,8,8,11,9,8,9,9,9
8,8,8,7,9,9,7,8,8,8,8,8,7,9,8,9,9,9,9,9,5,9,9,9,9,9,9,9,3,3,3,2,1,3,2,16,16,16,2,2,2,1,3,3,3,2,34,18,19,18,34,15,15,16,4,9,8,26,4,9,8,8,9,8,8,9,5,5,9,8,8,8,8,8,9,8,8
9,9,8,7,9,9,8,7,8,8,8,7,7,8,8,9,8,9,9,9,9,9,9,9,9,9,9,9,3,1,2,16,2,2,19,19,16,1,1,17,2,1,2,1,2,3,3,1,18,18,20,1,34,0,0,9,4,9,9,9,8,9,9,9,9,5,9,8,9,8,6,8,8,8,9,6,9
9,8,8,8,7,9,9,6,8,8,7,8,7,8,9,8,8,9,9,8,9,9,9,9,9,8,9,1,0,1,0,1,33,18,20,20,0,2,3,17,2,1,16,1,1,3,3,1,34,18,34,1,15,1,0,9,4,9,9,9,8,9,9,8,9,9,11,8,8,8,8,8,8,8,6,8,9
9,8,8,6,7,9,9,8,8,8,7,8,8,8,8,8,9,8,9,9,9,9,9,9,9,9,4,3,3,0,0,34,0,3,1,2,2,3,1,17,17,17,17,17,1,2,3,1,1,33,17,16,0,4,0,9,9,9,9,9,9,9,9,9,9,9,8,9,8,8,8,6,8,8,8,6,9
4,9,8,8,9,9,8,8,8,9,7,6,8,8,9,8,7,9,8,9,9,9,8,9,9,4,9,9,1,34,19,0,0,2,2,17,2,1,2,1,2,2,1,1,2,3,2,3,4,1,16,16,16,3,4,9,9,9,9,9,8,8,9,9,8,8,8,9,8,6,6,8,9,8,6,8,9
8,8,8,8,9,8,9,7,8,8,7,9,8,9,8,9,8,9,8,9,9,9,9,9,8,8,9,3,1,1,2,1,1,2,3,2,2,19,16,34,2,3,16,1,1,1,2,2,4,3,1,19,1,3,1,9,9,9,9,9,5,9,9,9,9,8,6,9,8,13,9,11,9,9,8,9,8
9,8,6,9,9,8,8,8,8,8,7,8,8,9,8,9,8,9,9,9,9,9,9,9,9,9,1,4,3,3,2,2,2,1,2,2,17,34,1,33,2,0,2,2,2,2,2,1,3,4,1,17,1,3,3,9,9,9,9,9,5,9,9,9,9,8,8,9,8,8,8,9,8,9,8,6,8
9,8,8,8,7,8,9,8,7,7,8,8,7,9,9,9,8,9,9,8,9,9,9,9,9,9,16,3,3,3,2,1,2,17,34,34,33,1,17,2,16,16,2,1,2,2,2,3,3,3,16,19,16,3,2,9,9,9,9,9,9,4,8,9,9,8,8,5,8,7,9,8,9,8,7,8,5
8,6,8,8,8,6,9,6,8,8,9,8,7,9,7,9,8,8,9,9,9,9,9,9,9,9,4,0,4,16,1,2,16,33,16,19,33,18,16,16,16,17,17,2,2,2,2,2,1,17,18,17,17,4,2,0,9,9,9,9,8,9,9,9,6,9,8,8,9,7,6,8,8,9,9,7,8
8,9,9,8,9,7,8,9,6,8,8,7,8,7,9,8,8,9,9,9,9,9,9,9,9,9,0,16,34,16,16,16,17,19,34,18,18,16,16,16,34,34,16,2,2,1,1,1,2,18,18,21,21,16,1,34,9,5,9,5,9,8,9,9,8,9,8,8,8,6,6,8,6,8,8,8,9
9,9,8,9,8,8,8,7,8,9,8,7,8,7,8,8,8,9,8,9,9,9,9,9,9,4,0,16,19,34,1,22,17,16,19,18,33,34,33,16,34,17,16,17,2,3,2,3,1,1,16,16,18,18,21,1,9,9,9,9,9,5,9,6,7,9,9,9,6,8,8,9,7,7,8,8,8
4,9,8,8,9,7,8,8,8,9,8,9,9,9,9,9,8,8,9,9,9,9,9,9,4,0,0,19,19,19,34,33,16,34,34,34,34,34,16,34,34,34,34,19,17,2,3,3,3,2,17,22,0,17,19,18,4,9,9,9,9,9,9,9,9,9,8,8,9,8,9,9,7,9,7,8,8
9,6,8,8,9,8,6,8,8,9,8,9,8,8,8,8,9,9,9,8,9,8,9,8,0,34,0,16,19,19,18,16,19,21,19,16,15,16,19,34,34,34,19,19,33,18,17,2,17,17,18,18,18,34,16,28,21,9,9,9,9,9,9,5,9,7,8,8,10,8,9,5,7,8,7,9,9
9,6,9,9,9,8,8,7,6,8,6,9,7,9,8,8,9,8,9,8,9,9,9,4,0,0,0,16,19,19,19,21,19,33,1,16,34,34,20,20,34,17,19,18,33,33,19,33,29,17,17,19,19,0,0,17,18,18,9,9,9,9,6,9,9,8,8,8,6,8,9,7,8,6,9,9,9
9,9,4,9,9,8,7,7,7,8,8,9,9,9,8,9,9,9,9,9,9,9,9,0,34,0,0,16,18,19,19,19,19,19,15,15,15,19,34,34,19,19,21,21,18,21,22,18,19,2,19,34,16,19,21,23,19,22,4,9,9,5,8,10,7,8,9,9,9,9,9,9,9,7,7,8,9
9,9,8,9,9,8,8,8,8,9,8,9,9,9,9,9,9,9,8,9,9,9,9,34,34,0,34,0,34,19,19,34,34,15,34,34,34,34,34,34,34,19,18,19,21,21,22,22,21,17,17,16,21,15,21,21,0,18,9,9,9,8,8,9,8,9,8,8,7,7,7,8,9,9,6,9,9
9,9,6,9,8,8,9,8,8,9,8,8,9,7,8,8,9,9,9,9,9,9,9,0,34,34,0,4,0,16,19,19,15,0,0,16,16,16,18,16,16,0,19,22,19,22,22,22,17,33,2,17,34,18,1,2,16,1,9,8,9,9,9,8,8,9,7,9,5,7,9,8,7,9,8,9,9
9,8,9,9,8,5,8,9,8,9,9,7,9,9,9,9,9,9,8,9,9,9,4,16,0,34,0,4,1,0,19,20,34,4,15,34,34,25,21,0,0,0,15,17,18,18,22,17,17,16,1,1,17,2,17,18,0,16,4,9,9,9,8,8,8,7,7,9,9,8,8,8,8,9,9,9,9
9,9,9,8,9,8,7,9,8,9,8,6,9,8,9,8,9,8,9,9,9,9,9,0,0,1,0,0,4,16,19,21,20,34,1,16,0,4,9,9,0,15,18,16,18,17,21,17,16,1,0,2,17,2,2,17,17,17,1,9,8,9,8,7,9,5,7,7,6,10,7,7,8,8,9,10,9
9,8,8,8,9,6,8,9,9,8,9,5,9,9,9,9,5,9,9,9,9,9,8,4,0,4,4,4,4,0,0,21,21,34,4,4,9,9,9,9,4,16,15,34,33,33,17,33,16,1,1,2,1,2,1,1,1,1,9,9,9,9,6,8,8,9,8,9,8,6,7,7,9,9,9,7,8
9,8,9,8,8,8,8,9,8,9,9,9,9,9,9,4,8,9,9,9,9,9,0,4,0,9,9,4,16,16,34,0,0,1,1,0,4,15,15,16,34,16,16,18,18,21,18,0,1,16,1,2,1,17,2,1,2,1,9,9,9,9,9,8,9,9,6,9,7,6,7,8,6,9,9,6,6
9,9,8,9,8,8,8,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,0,16,4,9,33,16,16,34,16,4,0,4,17,19,16,18,34,0,0,16,21,21,18,17,17,17,0,16,1,2,2,1,2,1,1,1,3,9,9,9,8,9,8,8,6,10,7,6,8,7,10,9,9,9,7
9,9,8,9,9,9,7,8,9,9,9,9,9,9,9,9,9,9,9,8,9,9,16,1,0,16,16,16,16,0,0,0,16,16,1,1,16,1,16,16,16,20,21,18,19,17,28,18,1,16,16,1,1,1,17,1,17,0,4,4,9,9,8,8,7,7,8,9,8,6,7,8,9,7,8,7,9
9,9,9,9,9,9,8,8,9,9,9,8,9,9,9,9,8,9,9,9,9,9,9,1,0,15,16,16,34,34,0,34,16,16,18,1,16,17,0,0,0,17,19,21,21,21,18,17,18,16,16,17,2,1,1,2,1,1,0,9,9,9,7,7,7,8,9,8,10,8,8,9,9,7,8,7,8
9,9,8,8,8,9,9,8,9,9,9,8,4,8,9,9,9,9,9,9,8,8,9,9,16,0,19,16,34,34,19,34,15,20,19,16,16,17,16,16,21,21,19,19,21,17,28,17,17,1,1,1,3,0,1,0,1,1,16,4,9,8,8,8,8,7,9,7,8,8,8,7,9,10,8,8,9
9,9,9,8,8,8,9,8,9,9,8,8,9,9,8,9,9,9,9,8,8,8,9,9,0,16,34,34,19,34,34,34,34,15,34,16,34,34,17,18,19,22,21,21,22,18,18,19,17,16,1,16,1,1,0,1,1,17,18,4,9,9,8,9,8,8,7,7,10,8,9,7,7,9,9,9,9
9,4,9,9,9,9,8,9,9,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,0,34,34,34,34,34,34,34,34,15,34,34,18,34,16,18,16,19,19,22,17,21,17,15,0,0,0,17,4,2,16,1,1,1,18,4,9,9,7,9,8,9,7,10,7,7,9,7,10,9,6,9,8
9,9,9,9,9,9,8,6,6,5,8,8,9,9,9,8,9,8,9,9,9,9,9,9,4,34,34,34,34,34,34,34,34,34,34,34,34,19,35,34,19,16,18,21,21,21,15,17,0,0,1,2,2,1,17,2,1,16,18,0,9,7,7,7,9,8,7,7,8,8,9,8,7,10,8,8,9
9,8,9,9,9,8,8,8,8,9,8,8,9,8,9,8,8,8,8,8,8,8,9,9,4,34,34,34,34,34,34,34,34,34,34,19,34,19,18,34,18,18,18,16,21,21,17,16,0,1,2,1,3,1,17,2,17,17,1,1,9,8,7,7,6,7,10,8,7,8,9,10,10,8,9,8,8
9,9,8,8,8,8,9,8,8,9,8,8,8,9,9,5,8,8,8,9,9,9,9,9,9,0,34,19,34,34,34,19,34,34,19,19,34,34,19,34,16,18,16,21,17,18,21,1,1,2,1,1,18,17,17,1,17,17,2,9,9,8,7,9,7,8,9,7,4,7,9,8,7,8,9,7,8
8,8,9,8,9,8,7,8,9,9,8,8,9,8,9,9,8,9,6,8,8,9,9,9,9,0,34,34,34,34,34,34,34,19,34,34,34,34,34,34,34,34,19,17,21,18,1,1,1,1,1,1,17,17,17,17,17,1,4,8,8,8,7,8,9,6,8,9,9,8,7,9,7,7,7,10,8
8,8,8,8,9,8,9,6,9,8,9,8,8,8,8,8,8,9,8,9,8,9,9,4,4,0,0,34,34,16,34,34,34,34,34,34,34,19,19,19,19,18,18,22,21,21,19,1,1,1,2,2,17,33,2,1,17,9,8,9,8,9,7,6,9,7,7,9,9,7,8,9,7,9,7,9,8
8,9,8,8,8,9,8,8,8,8,7,8,9,8,8,9,8,8,8,9,9,9,8,8,4,4,16,0,34,34,34,34,34,34,34,19,18,34,18,19,34,19,19,21,20,21,18,1,0,18,0,0,2,1,2,0,4,9,9,8,9,9,8,9,7,7,7,9,6,8,9,9,8,8,7,8,7
8,8,9,9,8,9,9,8,8,8,8,9,9,8,9,8,9,9,9,8,9,8,9,8,9,9,1,0,0,0,16,1,34,0,1,16,16,34,19,19,19,19,19,20,21,21,24,1,0,1,0,17,0,1,0,1,8,8,8,8,7,8,9,10,8,8,6,9,6,7,9,9,7,8,8,9,6
4,8,9,8,9,9,8,8,9,9,6,8,8,8,9,8,8,8,8,8,9,9,8,8,9,9,16,1,1,0,1,0,0,16,16,0,0,0,34,19,19,18,19,19,18,18,0,0,1,1,1,1,4,16,4,9,8,5,9,8,8,8,7,8,6,8,8,9,7,8,12,9,10,7,7,9,6
9,8,8,8,8,7,8,8,8,8,6,8,8,7,8,9,8,8,8,9,9,9,9,6,9,5,9,4,3,0,4,1,1,1,0,1,0,1,16,34,34,16,19,18,17,16,33,17,17,17,17,0,0,9,9,6,5,8,8,8,8,7,8,8,5,8,8,12,9,7,8,8,6,8,7,7,6
9,8,9,9,8,8,8,9,8,8,8,7,9,9,8,8,8,8,9,8,9,8,9,9,5,9,9,3,3,3,4,1,17,3,0,0,1,17,1,1,18,16,16,16,0,0,1,17,17,1,17,4,1,9,8,8,7,8,8,8,8,6,9,7,5,8,8,8,8,7,7,9,8,10,8,8,8
9,8,9,9,9,7,8,9,9,8,9,8,7,8,8,6,7,8,8,8,8,8,9,9,9,8,9,4,1,4,4,1,17,1,0,17,0,0,0,1,16,16,0,0,1,16,1,17,0,9,0,4,9,9,9,8,7,9,8,9,7,9,8,8,5,7,8,8,9,8,7,7,8,7,9,6,6
9,9,8,9,9,8,8,8,8,7,6,9,8,8,8,9,8,8,8,8,8,8,9,8,9,9,5,4,3,1,1,1,1,17,0,16,1,0,0,16,0,16,1,1,1,16,1,4,4,4,4,9,9,9,8,8,8,7,8,9,8,5,8,9,7,8,8,7,9,9,6,7,8,7,6,8,8
9,8,8,9,8,9,8,8,8,8,7,9,8,7,8,8,8,8,5,8,8,8,8,9,9,9,9,3,1,3,4,4,1,17,1,0,1,33,0,0,16,0,0,1,0,0,1,1,4,4,9,8,8,8,8,8,8,8,8,8,6,8,8,8,8,6,6,8,8,9,8,8,7,8,10,6,8
