23,24,24,24,24,23,23,23,23,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,23,23,23,23,23,24,24,24,24,24,24,24,24
23,24,24,24,23,23,23,23,22,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,25,25,25,25,25,25,25,25,25,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,23,23,23,23,23,24,24,24,24,24,24,24
23,24,24,23,23,23,23,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,25,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,23,23,23,23,23,23,24,24,24,24,24,24
23,23,24,23,23,23,23,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,23,23,23,23,23,23,24,24,24,24,24,24
23,23,24,23,23,23,23,22,22,22,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,23,23,23,23,23,23,24,24,24,24,24,24
23,23,23,23,23,23,23,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,21,21,21,21,21,21,22,22,22,22,22,23,23,23,23,23,24,24,24,24,24,24
23,23,23,23,23,22,22,22,22,22,22,22,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,23,23,23,23,23,24,24,24,24,24
23,23,23,23,23,22,22,22,22,22,22,25,25,25,25,25,25,25,20,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,25,25,25,21,25,25,25,25,25,25,25,25,21,21,22,22,22,23,23,23,23,24,24,24,24,24
23,23,23,23,22,22,22,22,22,22,25,25,25,25,25,25,22,22,22,20,20,16,16,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20,25,25,21,22,23,23,23,23,22,22,22,22,23,23,23,23,24,24,24,24,24
23,23,23,23,22,22,22,22,22,25,25,25,25,22,23,24,24,24,24,24,23,22,20,16,17,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,22,23,24,24,0,0,0,0,24,24,24,23,23,23,23,23,24,24,24,24,24
23,23,23,23,22,22,22,22,25,25,25,22,24,24,24,24,24,24,24,24,24,24,24,22,20,16,16,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22,23,24,24,24,10,10,10,10,24,0,0,24,24,23,23,23,23,23,24,23,24,24
23,23,23,22,22,22,22,22,25,25,23,24,24,10,10,5,5,5,5,5,10,24,24,24,23,20,16,17,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22,24,24,10,8,3,3,3,3,3,4,8,10,0,0,24,23,23,23,23,24,23,24,24
23,23,23,22,22,22,22,22,25,23,24,10,3,3,3,3,9,9,9,9,5,5,3,23,24,23,20,16,16,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22,24,23,3,3,3,9,9,9,9,9,2,2,3,3,10,0,24,23,23,23,24,24,24,24
23,23,23,22,22,22,22,22,23,24,10,3,2,9,9,3,2,3,3,3,9,9,5,5,23,24,22,20,16,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,22,23,23,23,23,23,21,21,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22,24,11,2,3,9,9,2,2,3,3,3,2,9,3,2,3,10,0,24,23,23,24,24,24,24
23,23,23,22,22,22,22,22,23,10,3,2,9,2,0,0,2,2,2,2,2,2,9,9,5,23,24,22,20,16,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,22,11,10,2,2,2,2,10,10,23,22,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,23,11,2,3,9,9,2,0,2,3,3,2,0,0,3,9,2,3,10,24,24,23,23,24,24,24
23,23,23,22,22,22,22,23,10,2,2,3,0,0,0,0,0,2,2,2,2,2,3,3,9,8,23,23,20,16,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,23,2,3,2,23,22,22,22,10,2,2,10,22,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22,23,2,3,3,10,10,2,2,2,3,3,2,0,3,3,3,9,3,3,10,24,23,23,24,24,24
23,23,23,22,22,22,22,23,2,0,3,0,0,2,0,2,2,0,0,0,2,2,2,3,2,9,10,23,22,20,15,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,10,2,23,11,0,23,25,25,21,0,0,23,2,10,23,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,23,10,2,3,10,11,2,3,2,2,2,2,0,0,2,3,2,2,9,3,2,24,23,23,24,24,24
23,23,23,22,22,22,23,24,0,3,2,0,0,2,0,2,2,0,0,0,0,2,2,2,2,3,3,23,23,20,15,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10,2,22,25,0,0,24,25,25,23,0,0,22,22,10,10,22,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,22,24,2,9,2,11,0,0,2,2,2,2,0,0,2,2,3,9,0,9,3,2,10,24,23,24,24,24
23,23,23,22,22,22,23,2,0,3,0,0,2,0,0,0,2,0,0,0,0,0,2,2,2,2,9,10,23,25,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,23,0,23,25,22,0,0,0,21,25,0,0,0,23,21,22,2,24,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,23,10,2,2,10,0,0,0,0,2,2,2,0,0,0,0,0,2,2,2,9,2,2,24,23,23,24,24
23,23,23,22,22,22,24,2,2,2,0,0,2,0,0,0,0,0,2,2,2,2,2,0,0,0,9,2,23,25,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,24,25,25,24,0,0,0,23,23,0,0,0,0,21,25,11,2,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,23,2,3,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,9,2,0,24,23,23,24,24
23,23,23,22,22,22,24,0,2,2,0,0,0,0,0,0,2,2,2,2,3,0,0,0,0,0,3,2,23,25,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,22,0,22,25,21,0,0,22,0,0,0,0,23,10,0,23,25,21,2,24,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,24,0,9,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,0,0,2,3,0,24,23,23,24,24
23,23,23,22,22,22,24,0,2,0,0,0,0,0,0,0,2,3,3,2,0,0,0,0,0,0,2,2,23,22,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,0,21,25,24,0,23,25,0,0,0,0,21,22,0,0,21,25,24,24,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,22,24,0,9,0,0,0,0,0,0,2,2,3,2,0,0,0,0,2,0,0,2,3,2,24,23,23,24,24
23,23,23,22,22,22,24,0,2,0,0,0,0,0,0,2,3,3,3,2,2,0,0,0,0,0,2,3,23,22,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,21,21,0,0,25,25,13,0,0,24,25,25,0,0,23,25,24,0,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,24,2,9,0,0,0,2,0,0,3,3,9,9,2,0,0,0,0,0,0,2,3,2,24,23,23,24,24
23,23,23,22,22,22,24,0,2,2,0,0,0,0,0,0,2,3,3,2,2,0,2,2,0,0,3,3,23,25,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,21,24,0,23,25,25,25,2,2,23,25,25,22,0,24,21,23,0,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,24,2,9,0,2,2,2,0,2,2,2,3,3,2,0,0,0,0,0,0,3,2,2,24,23,23,24,24
23,23,23,22,22,22,23,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,3,2,2,0,9,2,23,25,20,20,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,24,22,0,0,25,25,25,21,0,0,24,25,25,25,0,0,23,24,0,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,23,10,2,0,2,3,2,2,0,2,0,0,2,0,0,0,0,0,0,0,9,2,2,24,23,23,24,24
23,23,22,22,22,22,23,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,10,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,0,0,0,23,25,25,25,24,0,0,0,21,25,25,22,0,0,0,10,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,22,24,2,2,2,9,2,3,2,0,0,2,2,0,0,0,0,0,0,2,9,2,10,23,23,23,24,24
23,23,22,22,22,22,22,24,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,3,23,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,23,0,0,0,21,25,25,21,0,0,10,0,23,25,25,25,0,0,0,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,23,2,2,2,3,3,3,2,2,2,2,2,0,0,0,0,0,0,9,2,2,24,23,23,23,24,24
23,23,22,22,22,22,22,23,2,0,3,2,0,0,0,0,0,2,0,2,0,0,0,0,2,2,10,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,0,0,24,25,25,25,24,0,23,22,0,0,21,25,25,23,0,0,22,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,21,21,21,23,10,2,2,2,3,3,2,2,2,2,2,2,0,0,0,0,3,3,2,10,23,23,23,23,24,24
