2,2,2,2,2,2,0,0,0,2,2,2,4,4,4,4,2,9,9,13,2,2,4,4,4,4,2,9,47,13,22,22,41,41,22,22,38,38,31,31,31,31,41,41,41,41,38,25,0,31,30,30,29,29,28,25,24,24,24,25,27,28,28,28,29,29,30,31,31,31,30,30,30,30,30,29,41,29,22,22,42,22,26,26,30,30,30,28,28,26,22,43,10,4,3,2,1,2,3,4,4,2,3,2,1,2,2,2,3,4,2,2
0,0,0,2,2,2,2,2,0,2,2,2,4,12,12,2,2,13,9,4,2,4,13,13,13,12,4,2,9,42,22,22,22,22,41,41,38,31,31,38,41,21,42,14,15,17,21,26,0,28,28,28,29,29,28,27,24,24,25,28,28,30,30,30,30,30,30,30,31,31,31,30,30,30,29,28,29,22,42,42,42,42,22,22,41,41,28,28,28,26,23,43,10,3,3,1,1,3,4,13,13,4,4,2,1,2,2,2,2,2,2,2
0,0,0,2,2,2,2,0,0,2,2,2,12,12,9,2,2,9,9,4,2,2,4,12,13,8,13,13,44,20,17,20,41,41,22,38,38,38,38,21,17,14,8,8,14,15,17,41,0,45,28,28,28,28,26,24,10,46,25,27,27,29,30,30,30,30,30,30,30,30,31,30,30,30,29,29,26,42,42,42,21,47,9,42,43,43,41,26,26,22,43,9,12,12,2,3,1,1,4,13,12,4,4,2,1,2,2,1,1,2,2,2
0,2,2,2,2,0,0,0,0,2,2,2,4,12,12,4,2,4,13,13,2,4,4,4,12,13,47,22,20,17,16,17,20,40,38,38,38,38,38,21,17,17,15,14,15,15,17,22,2,11,28,28,28,28,28,46,0,2,24,28,29,30,31,31,30,30,30,30,30,30,31,31,31,28,29,26,26,42,40,40,9,47,44,13,43,21,42,43,23,23,44,47,47,12,2,4,2,1,2,4,4,4,13,4,3,3,1,1,2,2,2,2
0,0,2,2,0,0,0,2,2,2,2,2,4,4,4,4,4,4,4,4,2,4,13,13,4,13,14,17,42,16,14,16,17,17,20,40,38,38,41,21,15,15,14,14,14,9,14,13,4,2,23,28,28,25,11,0,0,0,11,29,31,31,31,31,31,31,31,30,30,30,30,31,31,30,29,28,26,22,47,9,44,9,13,47,15,8,47,44,42,43,44,47,9,1,4,12,3,2,1,2,12,13,4,12,3,2,1,1,2,2,2,2
0,0,0,0,4,12,12,10,12,4,4,4,4,12,12,4,2,12,4,4,4,4,4,13,13,8,14,14,8,14,14,14,14,14,20,20,40,40,42,42,44,15,13,9,13,4,13,8,16,0,47,44,42,2,0,0,0,0,0,46,30,31,31,31,31,30,30,31,31,31,30,31,31,31,30,41,42,42,44,9,9,14,8,13,13,13,14,43,44,14,47,8,4,2,9,12,12,4,3,1,2,13,12,12,4,3,2,2,2,3,3,2
2,2,4,10,23,28,30,30,45,12,4,4,4,4,4,2,0,4,4,4,4,4,4,13,8,14,8,13,8,13,14,16,16,14,17,20,40,20,9,4,2,2,4,8,14,9,13,14,14,2,4,12,4,0,0,1,0,1,0,2,23,30,31,31,31,30,28,28,30,31,31,31,31,31,30,41,41,42,9,17,15,13,13,13,13,8,14,47,14,8,8,13,1,4,13,13,13,4,2,2,2,0,4,13,4,2,3,2,3,2,2,2
45,25,28,32,36,37,37,33,28,10,4,4,4,12,4,2,2,4,4,13,13,4,4,13,13,8,13,13,13,14,14,16,16,17,20,40,40,40,17,9,14,14,9,13,13,13,4,13,8,4,0,0,0,0,1,1,1,1,0,0,11,23,31,31,31,31,31,28,28,30,31,30,31,31,31,29,21,17,15,8,8,8,8,13,13,13,13,8,8,8,8,2,2,9,13,13,12,4,2,2,13,12,1,3,3,2,2,3,3,2,2,2
33,36,37,37,37,37,36,33,30,23,10,12,12,4,4,2,2,2,2,4,4,13,8,13,13,13,13,14,14,16,17,17,20,20,40,40,40,20,20,15,8,8,9,4,2,13,13,13,13,2,0,0,1,1,1,1,1,1,1,0,0,12,23,30,31,31,31,31,31,31,30,30,31,31,31,30,40,20,17,15,14,8,13,13,13,5,5,5,13,8,4,2,13,4,12,13,13,4,2,4,4,13,4,1,2,2,2,2,2,2,2,2
36,36,37,37,37,37,33,30,28,46,4,2,4,12,10,10,2,2,2,2,2,4,14,8,13,13,13,8,16,16,16,17,17,20,40,40,40,20,14,9,13,0,4,12,13,8,8,13,2,0,0,0,0,1,1,0,0,1,1,0,0,1,10,45,31,31,31,31,30,31,31,31,31,31,30,40,40,17,15,8,8,13,13,13,13,5,5,5,5,13,2,9,13,2,4,13,13,13,12,2,4,13,12,3,1,1,2,2,2,2,2,2
36,37,37,37,37,36,36,33,30,45,12,2,2,4,2,2,2,4,12,12,13,9,9,9,47,15,15,17,17,17,17,20,40,40,39,39,39,40,15,13,4,4,4,4,4,4,13,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,12,10,29,31,31,30,30,30,31,31,31,31,30,41,41,40,20,17,17,15,14,15,15,15,8,8,8,4,4,9,9,4,4,4,12,12,4,3,4,13,4,2,2,2,2,4,4,3,2,3
36,36,37,37,36,36,33,33,32,23,10,4,2,2,4,4,2,4,2,2,4,4,4,2,4,13,8,8,14,14,15,17,20,20,20,20,17,15,14,8,13,13,13,4,4,4,4,2,1,1,2,0,0,0,0,0,0,1,0,0,0,3,46,23,30,31,31,31,31,31,30,30,31,31,31,41,20,20,15,15,14,8,8,8,8,8,13,5,4,2,4,4,13,4,4,13,12,4,4,2,3,4,12,4,4,3,1,2,3,2,2,3
33,36,36,36,36,36,33,33,30,25,46,4,2,2,4,4,2,4,2,4,13,4,4,2,2,2,13,8,8,8,15,17,20,20,17,15,15,15,9,9,13,13,4,4,4,4,4,2,1,1,1,0,0,0,0,1,2,2,2,1,2,12,46,25,31,31,31,31,31,31,31,30,30,28,22,21,21,20,20,20,20,17,17,17,14,8,8,13,2,4,4,4,8,14,8,2,2,2,4,2,4,4,4,13,13,2,1,1,2,3,2,3
33,36,36,33,33,33,33,33,32,25,46,4,2,2,4,2,2,2,2,4,13,13,4,13,13,2,2,4,13,14,15,17,15,15,14,8,13,13,13,13,9,13,4,4,4,4,4,4,1,1,1,0,0,5,5,5,5,5,2,4,12,11,45,28,30,31,31,31,31,31,31,31,30,41,42,42,21,20,20,17,15,15,14,14,13,4,4,4,1,2,2,4,13,13,13,2,2,4,12,4,13,13,4,13,13,3,2,2,2,1,2,2
33,36,36,33,33,33,33,33,32,30,25,12,2,2,4,2,2,2,2,13,4,13,8,13,4,4,2,2,4,4,13,14,8,8,13,4,2,2,13,13,9,9,13,13,4,4,13,4,1,1,1,2,2,5,5,5,5,5,5,5,12,10,45,28,31,31,31,31,31,31,29,22,42,42,42,42,42,21,17,15,15,15,15,8,5,2,2,2,1,1,4,2,2,4,13,12,4,13,4,4,4,4,13,13,13,4,2,3,3,3,1,3
33,33,33,33,33,33,33,33,32,30,25,10,4,4,4,4,2,4,12,13,13,8,16,14,8,13,4,2,2,2,4,13,4,2,0,0,0,0,13,13,9,13,2,4,4,4,13,4,1,5,1,2,2,5,5,5,5,5,5,13,12,45,25,29,30,30,30,30,30,28,23,44,44,44,44,44,47,47,14,17,15,15,14,8,13,2,2,0,0,2,4,4,2,4,13,13,13,13,13,12,13,13,12,3,2,2,2,2,3,3,3,2
33,33,33,33,33,33,36,36,33,32,30,23,10,4,4,4,4,2,12,13,8,16,19,16,14,8,4,4,4,2,2,2,2,2,2,2,0,0,2,4,13,4,4,2,2,2,4,2,1,1,5,2,4,13,5,5,5,5,5,13,12,23,25,25,27,26,44,45,26,42,44,44,44,47,47,47,9,12,9,14,14,14,14,14,8,2,1,0,0,1,5,13,13,13,4,13,4,4,4,4,4,12,13,9,3,3,2,2,2,2,2,2
33,33,33,36,36,36,36,36,36,36,33,25,12,12,12,12,4,12,12,8,16,19,19,19,19,8,4,13,13,8,13,2,0,0,2,2,0,0,2,0,2,2,4,2,2,0,4,1,0,1,4,4,4,13,5,5,5,5,5,13,13,45,25,23,23,10,12,12,12,10,12,9,9,9,9,12,4,2,2,4,4,4,13,4,2,0,1,1,2,5,8,14,8,13,4,13,13,13,13,13,12,4,13,9,12,3,2,2,3,2,3,2
33,36,36,36,37,37,37,36,36,36,32,25,10,4,4,10,9,14,4,8,16,19,19,19,19,14,8,8,8,8,13,4,2,2,2,0,2,2,0,0,2,2,4,13,4,0,2,4,1,1,4,4,2,13,13,5,5,5,5,13,13,44,46,11,10,12,2,4,12,12,9,9,9,9,4,2,2,4,1,1,1,4,4,2,0,0,0,2,5,8,14,16,14,8,13,4,13,4,13,13,4,12,9,12,4,3,2,2,2,3,3,1
36,37,37,37,37,37,37,36,36,33,32,25,10,4,2,4,2,4,13,16,16,19,19,19,16,8,8,8,8,4,4,2,2,2,0,2,2,2,2,2,4,4,13,13,4,0,0,4,4,4,4,4,4,13,13,5,5,5,5,5,13,9,3,12,12,2,2,4,4,12,12,12,12,12,4,4,2,4,2,2,2,1,1,0,0,0,1,13,13,14,16,19,19,14,4,2,4,4,2,4,13,13,12,4,3,2,2,2,2,2,2,1
37,37,37,37,37,37,37,37,37,36,33,28,46,4,2,2,2,4,12,8,8,16,19,19,16,14,8,8,4,2,4,2,2,2,2,2,2,2,4,13,13,14,16,8,2,0,0,2,8,13,13,13,4,13,5,5,5,5,5,5,13,13,13,4,2,2,0,2,4,12,4,12,4,4,2,2,4,4,2,2,1,1,2,1,0,0,2,13,8,14,19,19,19,19,13,2,4,12,12,13,3,12,9,12,2,1,1,1,2,2,2,1
37,37,37,37,37,37,37,36,36,33,33,32,45,4,2,2,4,4,4,8,8,8,16,16,16,14,8,13,4,4,2,4,2,2,2,4,4,13,14,16,16,16,16,8,2,0,0,2,13,8,13,13,2,5,5,2,5,5,5,13,13,13,13,4,2,0,0,1,4,4,4,12,4,4,2,0,0,0,0,0,0,0,2,4,2,1,2,8,8,14,16,19,19,19,8,4,9,13,12,13,4,13,9,12,2,1,1,1,1,2,1,1
37,37,37,37,37,37,37,36,33,33,33,32,23,10,2,2,4,4,13,8,8,8,8,13,8,13,8,4,2,4,2,4,2,4,4,13,8,16,16,16,16,16,16,8,2,0,0,2,13,8,13,13,2,5,5,2,2,4,5,5,13,9,8,4,0,0,0,2,4,8,12,4,2,0,0,0,1,0,0,0,0,0,0,0,2,2,4,13,13,8,14,16,19,16,16,13,13,12,4,12,4,4,12,4,3,2,2,1,1,2,1,2
36,37,37,37,37,37,36,36,36,36,36,33,30,46,2,2,4,2,4,8,8,8,8,13,4,13,4,13,4,4,4,2,12,9,13,8,14,14,14,8,8,8,8,8,2,0,0,2,8,14,14,13,2,5,5,2,2,2,2,5,13,9,13,4,0,0,0,1,13,14,14,13,4,2,0,2,1,0,1,0,2,2,2,1,0,2,2,4,4,13,14,8,8,8,8,13,2,3,2,4,4,12,12,3,1,2,3,2,1,1,1,2
33,37,37,37,37,36,33,36,36,36,36,36,32,45,4,2,2,0,2,13,13,8,8,13,2,13,4,4,13,4,4,4,4,13,13,8,13,2,0,0,0,0,2,2,0,0,0,4,14,14,14,13,2,5,2,2,0,2,4,13,9,14,13,4,0,0,0,2,8,14,14,14,8,8,13,2,1,2,1,1,1,1,1,1,0,1,1,4,5,13,8,8,8,8,8,13,2,4,2,2,3,12,4,2,1,2,1,2,2,2,1,2
33,36,37,37,36,32,33,36,36,36,36,36,32,23,12,4,0,0,0,2,2,2,13,4,4,13,13,4,4,4,4,4,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,8,17,14,14,13,2,2,2,1,0,2,4,13,14,14,8,13,0,0,0,2,13,8,14,14,14,14,14,4,2,2,2,2,2,0,0,0,1,13,5,4,4,8,13,13,13,8,8,13,2,2,2,2,4,4,2,1,1,2,1,0,2,2,1,2
33,33,36,33,30,28,30,36,36,36,36,33,32,23,12,4,2,0,0,0,0,4,4,4,13,8,8,13,13,4,13,8,8,4,0,0,0,0,0,1,1,0,0,0,0,0,0,14,17,15,9,9,2,2,4,2,2,2,4,8,14,14,8,8,4,0,0,0,0,0,0,0,1,2,2,13,8,4,2,1,1,2,1,1,1,2,4,13,4,2,13,13,13,13,5,2,1,1,3,2,3,3,1,2,2,1,1,0,1,1,2,2
33,32,32,30,25,23,28,36,36,36,33,32,28,10,4,4,4,2,2,0,0,4,2,2,13,8,8,8,14,8,8,14,13,0,0,0,5,6,6,6,6,6,1,0,0,0,2,17,17,14,9,12,4,2,4,2,2,2,4,9,14,8,8,14,8,0,0,0,0,0,0,0,0,0,0,0,2,13,13,2,4,1,1,1,1,2,4,13,4,2,13,13,5,2,2,0,0,0,3,2,3,2,2,2,2,1,1,1,1,1,2,3
33,30,25,25,23,45,28,32,33,33,33,32,28,46,4,4,4,4,4,0,0,0,0,2,13,8,8,8,8,14,14,8,2,0,0,6,7,7,6,6,6,6,6,5,0,0,13,17,17,14,13,12,12,47,0,2,2,2,2,13,9,13,8,14,14,4,0,0,0,0,0,0,0,0,0,0,0,1,13,4,2,2,1,1,2,4,4,4,2,2,2,2,2,0,0,0,1,2,13,2,2,1,1,2,2,2,1,2,2,2,4,10
33,25,46,46,10,10,23,28,32,33,32,32,28,10,2,4,4,4,2,0,0,0,0,2,4,8,8,8,8,8,8,4,0,0,6,7,7,7,6,6,6,6,6,6,0,0,14,17,17,14,12,4,4,2,2,2,2,2,4,4,12,12,8,14,14,8,2,0,0,0,0,0,1,1,0,0,0,0,2,13,13,4,2,1,2,13,13,5,4,4,2,1,0,0,0,1,2,4,4,4,2,1,1,1,1,1,1,2,2,3,10,47
33,25,10,4,4,12,45,25,28,32,30,30,25,12,2,2,4,4,13,4,0,0,0,0,2,13,13,8,13,13,8,4,0,0,7,7,7,7,6,1,6,6,6,6,1,1,16,17,17,9,12,4,4,2,2,2,2,0,0,2,4,4,13,8,14,14,8,1,0,0,1,1,1,1,1,0,0,0,0,4,13,4,4,4,4,13,13,13,4,4,1,0,0,0,2,4,4,13,4,4,2,1,1,2,1,0,2,2,2,3,10,46
33,25,10,2,2,2,10,45,25,28,28,28,25,10,4,2,4,13,9,13,4,0,0,0,0,0,2,4,4,13,8,0,0,5,7,7,7,6,5,0,5,6,6,5,1,8,18,17,17,12,13,4,2,2,2,2,2,2,4,2,2,2,2,8,14,14,14,8,2,1,1,0,0,1,1,1,0,0,0,2,4,13,4,4,4,4,13,13,4,4,2,1,0,4,4,4,4,12,4,4,1,1,2,2,1,1,3,2,3,10,46,46
33,25,10,0,0,0,2,2,10,45,23,25,25,46,4,4,4,4,13,2,2,0,0,0,0,0,0,0,0,4,13,0,0,6,7,7,6,5,2,0,1,1,5,1,14,19,18,18,9,4,12,4,2,4,2,2,2,4,2,4,4,4,2,2,2,4,13,8,15,13,1,0,1,1,1,0,0,0,0,0,2,4,2,4,13,13,9,13,4,2,0,0,0,2,4,4,4,3,2,2,1,1,2,1,0,1,3,3,11,46,44,42
36,28,46,2,0,0,0,2,4,10,45,25,25,45,4,2,4,4,4,4,2,2,13,4,2,0,0,0,0,0,0,0,0,5,7,6,5,5,2,0,1,1,1,8,19,16,17,14,12,4,4,47,0,2,4,4,2,4,4,4,4,4,2,2,4,4,4,2,4,8,14,13,1,4,1,0,1,1,4,4,12,13,8,4,12,21,42,13,9,2,0,0,0,2,4,4,4,4,1,2,1,1,1,1,0,2,3,3,10,44,42,42
36,32,45,4,0,0,0,0,2,12,46,23,25,10,2,2,2,13,13,47,2,2,13,8,4,4,2,2,4,2,2,0,0,0,5,5,2,2,0,0,1,5,8,16,16,14,14,8,12,12,2,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,8,8,9,14,13,8,14,13,4,2,2,1,1,1,13,15,13,4,4,47,9,2,2,0,0,0,1,2,3,2,4,2,2,13,2,1,1,0,1,3,3,11,11,44,42,42
36,33,25,10,2,0,0,0,0,2,46,25,27,23,2,2,4,4,4,4,4,4,13,8,13,4,2,2,4,13,13,12,4,2,2,2,4,2,2,8,14,13,13,8,8,13,8,8,2,4,2,4,2,2,4,2,2,0,2,4,2,4,2,2,2,4,4,4,0,0,4,2,2,2,4,2,4,4,4,2,13,13,13,4,4,1,0,0,0,0,0,2,4,2,4,4,1,1,4,4,1,1,1,0,2,3,3,10,44,42,42,42
33,33,28,45,12,0,0,0,0,2,10,25,27,23,4,2,4,4,4,4,2,4,8,8,4,2,4,2,2,13,13,9,4,9,9,4,4,13,9,14,8,13,2,2,13,13,13,8,12,2,2,4,2,2,4,2,2,0,2,2,2,4,4,12,2,4,4,2,0,0,4,4,12,2,1,2,0,2,13,13,13,9,13,2,0,0,0,0,0,0,1,1,4,4,4,2,2,1,2,2,1,1,0,1,1,2,3,10,44,44,42,42
33,33,32,25,46,2,0,0,0,12,46,23,26,23,12,2,2,2,4,4,2,2,8,13,4,13,9,13,9,13,47,4,4,12,13,9,13,9,12,4,13,4,0,0,13,14,13,12,12,4,4,15,4,2,4,2,2,12,2,4,4,4,12,2,4,4,4,2,0,0,0,4,9,4,4,2,4,2,2,2,2,13,4,1,1,1,2,2,2,5,2,1,1,4,2,2,2,2,4,1,1,1,0,1,3,2,11,46,44,44,42,42
33,33,33,28,23,12,2,2,12,45,23,28,29,24,12,4,4,4,2,4,2,2,8,8,13,4,13,13,47,42,22,9,13,2,9,4,4,2,4,4,13,0,0,2,4,8,9,9,2,4,2,9,2,0,4,2,0,0,2,2,2,4,4,0,2,4,4,2,0,0,0,2,12,9,12,4,2,4,4,1,9,14,2,1,1,1,1,5,13,13,2,1,4,2,2,2,4,2,4,1,1,0,0,2,2,3,11,44,44,44,44,42
33,33,32,32,25,46,4,12,46,25,28,29,29,24,2,2,4,12,4,2,2,2,8,8,4,13,4,4,13,12,9,4,4,12,2,2,12,12,9,12,4,0,0,0,4,13,13,13,2,4,2,2,4,2,0,2,2,0,0,0,2,4,2,0,0,13,4,2,0,0,0,2,12,4,4,12,2,2,2,1,4,47,9,4,4,1,1,4,14,8,2,1,2,13,4,2,4,12,4,1,0,0,1,2,2,3,10,46,44,44,44,42
33,32,32,32,25,45,10,46,23,28,29,29,29,26,4,2,2,2,2,2,2,2,13,13,13,4,13,4,13,9,13,4,0,4,2,2,0,9,2,12,2,0,0,0,2,4,13,8,2,0,0,0,4,4,2,0,2,0,0,0,2,4,2,0,0,13,13,2,0,0,0,0,4,12,4,2,4,4,2,2,12,4,4,2,13,1,4,13,14,14,2,4,2,2,2,4,3,2,3,0,0,0,2,2,2,11,46,44,44,42,44,42
32,32,30,30,25,23,45,23,26,29,29,31,31,42,12,2,2,2,2,2,2,2,4,4,2,4,2,2,8,9,9,13,2,4,4,2,2,4,2,12,2,0,0,0,2,13,13,4,0,0,2,2,4,2,0,2,2,0,0,2,2,0,4,0,0,4,2,2,0,0,0,0,4,4,12,2,0,1,4,2,13,13,8,13,4,2,4,13,8,8,1,2,2,1,1,2,2,2,2,0,1,1,3,2,3,10,44,42,42,42,42,42
32,32,32,32,25,23,25,25,29,31,31,31,41,10,47,2,2,2,4,4,2,2,4,13,9,12,0,13,13,13,4,12,4,8,4,2,2,2,12,12,0,0,0,0,0,13,12,4,0,0,4,4,12,0,2,0,2,0,2,2,0,0,0,2,0,2,2,2,0,0,0,0,12,9,2,0,0,1,4,2,13,4,4,13,4,4,2,13,8,4,2,1,1,1,1,2,4,1,1,1,1,2,3,2,11,10,44,42,42,42,42,22
33,32,32,32,28,25,25,28,31,31,31,31,4,46,42,2,2,2,2,4,2,2,4,8,4,2,2,12,4,13,4,2,13,2,0,2,2,0,9,2,0,0,0,0,2,13,4,2,0,0,2,42,12,4,2,2,2,0,0,0,0,2,2,13,0,0,2,0,0,0,0,0,12,47,4,1,0,1,13,8,2,13,2,4,4,4,2,4,13,4,2,1,1,2,1,1,1,1,1,1,2,2,2,3,46,44,42,22,22,22,22,22
33,33,33,32,28,25,22,29,31,31,31,31,2,26,22,4,2,2,2,4,2,2,2,2,2,4,4,2,13,2,4,4,4,2,2,2,12,12,12,2,0,0,0,0,2,4,4,0,0,0,2,44,4,4,4,0,2,0,2,0,0,4,13,13,2,0,4,0,2,2,0,2,2,13,9,2,0,1,2,4,1,4,2,1,1,4,4,13,13,4,2,1,1,2,1,1,1,2,2,1,2,2,2,11,44,22,22,22,22,22,26,26
12,33,33,32,28,42,22,29,31,31,31,31,12,41,42,4,2,2,4,4,2,2,0,2,4,13,4,2,4,4,4,2,2,2,2,4,13,9,9,12,0,2,0,0,2,2,4,0,0,4,2,13,2,2,2,0,0,0,2,0,0,2,12,4,2,0,2,0,0,2,2,2,2,12,4,13,4,1,2,4,2,4,4,2,2,2,4,2,4,2,11,2,2,2,2,1,1,2,2,1,2,2,3,46,22,26,28,26,22,22,26,26
0,10,33,32,28,42,22,29,31,31,31,31,47,41,44,4,2,2,4,4,13,2,0,2,4,13,4,4,2,13,13,8,4,4,4,13,4,4,9,12,0,0,4,0,0,4,2,0,2,13,12,13,2,2,0,0,0,0,0,2,0,0,12,13,4,0,0,0,0,0,3,0,2,2,4,2,1,2,4,4,2,4,4,4,4,4,2,4,2,1,2,1,2,2,1,1,2,2,2,2,2,2,11,23,27,28,28,27,26,26,26,26
26,0,46,32,28,42,42,28,31,31,31,26,44,22,9,4,2,0,4,13,13,2,2,0,4,4,4,4,4,13,13,13,2,4,2,2,13,13,4,0,0,0,4,0,2,2,0,0,4,9,13,12,0,2,0,0,0,0,0,0,0,0,2,13,12,0,0,0,0,0,2,2,3,1,4,4,13,2,4,2,4,13,4,4,13,4,1,1,1,0,0,0,2,2,1,1,2,2,2,2,2,2,10,27,28,28,28,26,26,26,26,26
30,26,2,45,28,44,42,28,29,29,29,45,22,42,9,4,2,2,4,8,13,2,0,0,2,12,4,2,4,4,4,4,4,4,4,13,4,2,2,2,0,12,4,0,0,2,2,0,2,9,12,4,0,0,2,0,0,0,2,0,0,0,0,12,13,2,12,0,0,0,2,3,2,2,4,2,4,4,2,1,2,13,1,4,4,4,4,1,2,0,0,1,4,13,1,0,1,2,3,3,3,10,46,28,28,28,26,22,22,26,26,26
30,30,26,0,23,44,44,26,28,26,26,10,22,44,9,2,0,0,13,8,13,2,0,0,2,4,2,2,4,2,4,4,4,13,13,2,4,0,2,2,2,2,4,2,0,0,12,46,12,9,4,4,12,4,2,0,0,0,2,2,4,2,0,9,13,4,4,4,0,0,2,12,1,9,2,4,1,2,2,4,4,4,2,4,1,2,2,1,1,0,1,1,13,2,0,0,0,1,2,3,10,23,22,27,28,27,22,22,22,22,26,26
30,30,34,45,0,10,44,42,25,22,22,12,42,44,12,2,2,4,4,8,15,8,4,2,2,13,12,2,2,12,2,13,8,13,2,2,4,2,12,2,4,2,2,2,2,4,23,31,22,47,2,2,2,12,2,0,0,0,2,2,12,2,0,2,13,4,2,9,0,0,2,4,2,2,4,2,1,2,4,4,4,4,2,2,4,2,2,0,0,0,1,4,13,4,1,1,0,1,3,11,45,22,26,26,22,22,42,42,42,22,26,26
30,30,30,28,4,0,9,42,42,42,42,4,42,44,13,4,2,4,14,17,17,17,8,13,12,4,4,2,4,13,13,4,4,4,0,4,4,12,0,0,2,4,47,2,0,2,10,38,46,12,0,2,2,2,0,0,0,0,2,4,2,9,0,2,4,4,3,2,0,0,0,4,4,4,12,2,1,13,13,13,2,2,1,2,4,4,2,0,0,1,4,13,13,2,1,1,0,1,3,9,26,26,22,22,22,42,44,42,42,22,22,26
