-1,-1,-1,-1,-1,15,11,15,14,16,10,9,10,11,11,15,16,16,15,16,11,10,11,16,11,11,11,11,-1,-1,-1
-1,-1,-1,-1,-1,16,16,10,16,16,11,11,11,11,10,10,10,16,11,16,11,10,10,10,10,11,11,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,13,2,2,14,16,16,11,11,10,2,11,11,10,8,10,2,9,8,-1,11,11,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,10,11,14,13,10,10,15,15,11,16,16,11,16,3,-1,10,16,11,16,11,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,10,16,16,11,16,11,16,11,15,16,11,3,-1,-1,11,11,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,14,-1,14,-1,15,16,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,11,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9882353,0.8,0.5529412
0.7529412,0.5647059,0.3176471
0.6352941,0.4470588,0.2
0.5137255,0.3254902,0.08235294
0.4,0.2117647,0.009803923
0.2438503,0.06702317,0.009982174
0,0.2117647,0
0,0.3254902,0
0.01176471,0.4470588,0.007843138
0,0.5568628,0
0.01066057,0.6745098,0.04252809
0.102353,0.7960784,0.1592157
0.5803922,0.972549,0.6313726
0.572549,0.9764706,0.5803922
0.454902,0.9960784,0.509804
0.3333333,0.9921569,0.3921569
0.2170921,0.910174,0.2716982

